personid,income,female,education,experience,migrant,homeowner,black,hispanic,asian,unemployed,married,age,part_time
12299,11662,1,10,16,0,1,0,0,0,0,1,33,1
12300,43198,0,16,29,0,1,0,0,0,0,1,59,0
12301,25493,1,10,9,0,0,0,0,0,0,1,25,1
12302,25434,0,10,23,1,1,0,0,1,0,1,49,1
12303,14638,0,9,13,0,1,0,0,0,0,1,30,1
12304,35772,0,19,1,0,0,1,0,0,1,0,25,0
12305,21738,0,9,34,0,1,0,0,0,0,1,51,1
12306,37426,1,16,15,0,1,0,0,0,0,1,44,0
12307,31377,1,14,15,0,1,0,1,0,0,1,36,0
12308,29949,1,9,14,0,0,0,0,0,0,0,31,0
12309,28854,0,9,7,0,1,0,0,0,0,1,25,0
12310,31017,1,12,18,0,1,0,0,0,0,0,46,0
12311,23071,1,10,26,0,1,0,0,0,0,1,47,1
12312,22471,1,9,27,0,0,0,0,0,0,0,52,1
12313,34207,0,8,29,1,0,0,1,0,0,0,49,0
12314,26125,0,7,13,0,1,1,0,0,0,0,30,1
12315,32214,0,9,18,0,0,0,0,0,0,0,36,0
12316,27452,1,9,8,0,1,0,0,0,0,1,28,0
12317,37305,0,15,18,0,1,0,0,0,0,0,42,0
12318,34044,1,16,4,0,1,0,0,0,0,0,25,0
12319,31031,0,9,14,0,1,0,0,0,0,0,30,0
12320,28088,0,10,11,0,0,1,0,0,0,0,29,0
12321,65175,1,21,4,0,1,0,0,0,0,0,32,0
12322,36545,0,7,26,0,1,0,1,0,0,1,52,0
12323,32294,1,14,15,0,1,0,0,0,0,0,44,0
12324,36148,1,9,36,0,0,0,0,0,0,0,58,0
12325,32510,1,9,24,0,0,0,0,0,0,1,50,0
12326,29939,0,11,14,0,0,0,0,0,0,1,34,0
12327,18191,0,12,34,1,0,0,1,0,1,1,60,0
12328,29834,0,9,19,1,0,0,0,0,0,1,45,0
12329,37503,0,9,34,0,0,0,0,0,0,0,54,0
12330,29435,1,9,12,0,1,0,0,0,0,0,34,0
12331,30498,1,11,19,0,1,0,0,0,0,0,41,0
12332,30796,1,14,18,0,0,0,0,0,0,1,46,1
12333,28747,0,11,10,0,0,0,0,0,0,0,33,0
12334,22325,0,14,16,0,0,0,1,0,0,1,43,1
12335,10389,1,18,14,0,1,0,0,0,1,0,45,0
12336,29217,0,9,32,0,1,0,0,0,0,1,53,1
12337,36347,1,13,33,0,1,0,0,0,0,1,57,0
12338,39408,1,16,9,0,0,0,0,0,0,0,35,0
12339,233470,1,21,5,0,0,0,0,0,0,0,31,0
12340,38277,1,7,33,0,1,0,1,0,0,0,47,0
12341,28310,1,9,10,0,0,0,0,0,0,0,29,0
12342,15994,0,9,19,0,1,0,0,0,0,0,37,1
12343,38859,1,16,10,0,1,0,0,0,0,0,35,0
12344,30574,0,10,16,0,1,0,0,0,0,0,32,0
12345,12900,1,9,16,0,0,0,0,0,0,1,33,1
12346,28422,1,11,13,0,1,0,0,1,0,1,32,0
12347,35131,1,16,6,0,1,0,0,0,0,0,27,0
12348,36741,0,12,33,0,0,0,0,0,0,1,51,0
12349,35402,1,9,32,0,1,0,0,0,0,1,57,0
12350,18229,0,10,22,0,1,0,0,0,0,0,41,1
12351,36120,1,7,26,0,1,0,1,0,0,1,43,0
12352,35805,0,16,8,0,1,0,0,0,0,0,29,0
12353,33991,1,7,22,0,1,0,1,0,0,0,41,0
12354,11951,1,9,11,0,0,0,0,0,0,0,26,1
12355,31070,0,9,15,0,0,0,0,0,0,0,39,0
12356,24566,1,9,16,0,1,0,0,0,0,1,38,1
12357,16036,0,11,9,0,0,0,0,0,0,0,27,1
12358,31401,1,7,19,0,0,0,1,0,0,1,38,1
12359,31058,0,10,17,0,1,0,0,0,0,0,35,0
12360,35512,1,16,17,1,0,0,0,0,0,0,44,0
12361,35471,1,7,30,1,0,1,0,0,0,1,56,0
12362,32732,1,9,23,0,1,0,0,0,0,1,40,0
12363,41867,1,7,44,0,0,1,0,0,0,1,56,0
12364,32239,1,9,23,0,1,0,0,0,0,0,43,0
12365,37236,0,14,30,0,0,0,1,0,0,1,58,0
12366,41604,0,7,39,0,1,1,0,0,0,1,60,0
12367,31306,1,9,29,0,1,0,0,0,0,1,49,1
12368,31751,1,12,18,0,1,0,0,0,0,1,41,0
12369,9477,0,13,9,0,1,0,0,0,0,0,29,1
12370,31609,1,9,21,0,0,0,0,0,0,1,41,0
12371,18491,1,10,17,0,1,0,0,0,0,1,37,1
12372,44100,1,17,18,0,0,0,1,0,0,0,50,0
12373,30103,1,7,12,1,1,0,1,0,0,0,27,0
12374,32387,1,10,25,0,1,0,0,0,0,0,44,0
12375,39236,0,16,18,0,1,0,0,0,0,0,39,0
12376,30668,1,9,17,0,1,0,0,0,0,0,31,0
12377,38915,0,10,42,0,1,0,0,0,0,1,58,0
12378,33616,0,9,22,0,1,0,0,0,0,1,39,0
12379,16918,0,10,17,0,1,0,0,1,0,0,35,1
12380,29599,0,9,12,0,1,0,0,0,0,0,28,0
12381,33594,0,9,29,0,0,0,1,0,0,1,60,1
12382,33806,1,10,29,0,1,0,0,0,0,0,47,0
12383,52475,1,18,22,0,1,0,0,1,0,1,54,0
12384,37397,1,9,37,0,0,0,0,0,0,1,55,0
12385,79913,1,22,0,0,1,0,0,1,0,0,26,0
12386,21659,1,9,27,0,1,0,0,0,0,1,51,1
12387,30490,0,14,9,0,1,1,0,0,0,0,34,0
12388,35804,1,7,34,1,1,0,1,0,0,1,53,0
12389,29795,0,14,8,0,1,1,0,0,0,1,30,0
12390,20073,0,14,36,0,0,0,1,0,1,1,55,0
12391,34325,0,7,34,0,1,1,0,0,0,0,46,1
12392,88862,0,19,2,0,1,1,0,0,0,0,27,1
12393,38950,0,9,39,0,1,0,0,0,0,1,56,0
12394,29303,1,9,15,0,1,0,0,0,0,1,34,1
12395,26287,0,15,14,0,1,0,0,0,0,1,36,1
12396,32284,0,7,21,1,1,1,0,0,0,1,47,0
12397,38953,1,15,20,0,1,0,1,0,0,1,51,1
12398,31322,1,7,15,0,0,1,0,0,0,0,29,0
12399,35807,0,7,26,0,0,1,0,0,0,0,46,0
12400,22802,0,9,14,0,1,0,0,0,0,1,37,1
12401,33327,0,9,22,0,1,0,0,0,0,0,37,0
12402,33993,1,7,18,0,1,1,0,0,0,0,33,0
12403,27112,1,9,15,0,1,0,0,0,0,1,38,1
12404,37012,1,16,14,0,1,0,0,0,0,0,43,0
12405,29923,1,11,17,0,1,0,0,0,0,0,38,0
12406,38168,0,7,27,0,1,0,1,0,0,1,48,0
12407,30321,1,10,18,0,0,0,0,0,0,1,41,0
12408,35812,0,9,31,0,1,0,0,0,0,1,56,0
12409,13381,0,7,38,0,0,1,0,0,1,1,56,0
12410,29800,0,10,16,0,1,0,1,0,0,0,32,0
12411,34117,0,12,25,0,1,0,0,0,0,1,52,0
12412,32365,1,13,18,0,1,0,0,1,0,1,45,0
12413,34720,0,9,26,0,0,0,0,0,0,1,58,0
12414,34256,0,8,26,0,1,1,0,0,0,1,47,0
12415,29187,0,7,33,0,1,0,1,0,0,1,47,1
12416,31154,1,9,18,0,1,0,0,0,0,0,41,0
12417,38950,1,7,38,0,1,1,0,0,0,1,53,0
12418,21660,0,10,27,0,0,0,0,0,0,0,46,1
12419,35559,0,8,33,1,1,0,1,0,0,1,50,0
12420,32859,0,12,22,0,0,0,0,0,0,0,40,0
12421,10840,1,14,26,0,1,1,0,0,0,1,47,1
12422,46022,0,16,28,0,0,0,0,0,0,1,51,0
12423,14108,1,7,44,0,1,0,1,0,0,1,58,1
12424,30210,0,10,14,0,0,0,0,0,0,0,31,0
12425,39580,0,15,22,0,0,0,1,0,0,1,51,0
12426,27438,0,11,6,0,1,0,0,1,0,0,25,0
12427,31770,1,8,18,0,1,0,1,0,0,0,42,0
12428,30318,0,7,15,0,0,1,0,0,0,0,31,1
12429,62310,1,19,31,1,1,0,1,0,0,1,57,0
12430,31888,1,9,28,1,0,0,0,0,0,0,47,0
12431,33440,0,13,18,0,1,0,0,0,0,1,40,0
12432,31366,1,9,18,0,1,0,0,0,0,1,43,0
12433,27506,1,12,8,0,1,0,0,0,0,0,27,0
12434,38450,0,7,30,0,1,0,1,0,0,1,44,0
12435,25855,1,10,26,1,1,1,0,0,0,1,56,1
12436,26374,0,10,10,1,1,0,0,1,0,0,32,0
12437,31316,0,11,18,0,0,0,0,0,0,1,36,0
12438,28648,1,7,45,0,1,1,0,0,0,1,60,1
12439,45031,1,17,21,0,1,0,0,0,0,1,53,0
12440,19255,1,14,22,0,0,0,1,0,0,1,41,1
12441,65074,1,21,1,0,0,0,0,0,0,0,27,0
12442,34301,0,9,27,0,1,0,0,0,0,1,44,0
12443,34920,0,7,19,0,1,0,1,0,0,0,33,0
12444,32738,0,13,17,0,1,0,0,1,0,0,37,0
12445,28507,1,14,14,0,1,0,0,0,0,0,40,1
12446,34025,1,12,27,0,1,0,0,0,0,0,46,0
12447,37103,0,16,18,0,1,0,0,0,0,0,46,1
12448,32671,1,9,23,0,1,0,0,0,0,0,44,0
12449,30359,0,9,14,0,1,0,0,0,0,0,38,0
12450,33318,0,9,21,0,1,0,0,0,0,0,40,0
12451,31702,0,9,18,0,0,0,0,0,0,0,37,0
12452,32128,1,9,23,0,1,0,0,0,0,1,48,0
12453,29428,1,14,8,0,1,1,0,0,0,1,31,0
12454,35810,0,10,32,0,0,0,0,0,0,0,57,0
12455,17733,0,10,11,0,1,0,0,0,0,1,32,1
12456,40482,1,15,31,0,1,0,1,0,0,0,53,0
12457,69293,1,21,18,1,0,0,0,0,0,1,45,0
12458,33744,0,10,32,1,1,0,0,1,0,1,54,0
12459,42338,1,16,31,0,1,0,0,0,0,1,56,0
12460,33900,1,9,28,0,1,0,0,0,0,1,52,1
12461,40262,0,7,35,0,1,1,0,0,0,1,58,0
12462,32243,1,12,22,0,0,0,0,0,0,1,52,0
12463,6452,1,13,25,0,1,0,0,0,1,1,59,0
12464,43388,0,16,32,0,1,0,0,0,0,1,57,0
12465,28935,1,9,11,0,1,0,0,0,0,0,30,0
12466,22373,1,12,28,0,1,0,0,0,0,1,59,1
12467,1158507,0,21,9,0,1,0,0,0,0,1,38,0
12468,26426,1,9,8,0,1,0,0,0,0,0,26,1
12469,33110,0,12,22,0,1,0,0,0,0,0,52,0
12470,30995,0,9,14,0,1,0,0,0,0,0,29,0
12471,31724,1,9,20,0,1,0,0,0,0,1,35,1
12472,34045,1,7,24,1,1,0,1,0,0,1,45,0
12473,13133,0,12,23,1,1,0,0,0,0,1,48,1
12474,44372,0,16,18,0,1,1,0,0,0,0,46,0
12475,34828,0,9,26,0,0,0,0,0,0,0,57,0
12476,36634,1,12,37,0,1,0,0,0,0,1,59,0
12477,33957,1,7,23,0,1,0,1,0,0,1,49,0
12478,33704,0,9,25,0,1,0,0,0,0,1,45,0
12479,33858,1,10,30,0,1,0,0,0,0,1,54,0
12480,29725,1,7,47,0,0,1,0,0,0,1,60,1
12481,76223,1,21,11,0,0,0,0,0,0,0,38,0
12482,30295,1,11,19,0,1,0,0,1,0,0,44,0
12483,33757,0,7,14,0,0,0,1,0,0,0,32,0
12484,30269,0,16,29,0,1,0,0,0,0,1,52,1
12485,28977,1,7,9,1,0,0,1,0,0,1,27,0
12486,39213,1,16,22,0,1,0,0,0,0,1,52,0
12487,3365,0,10,23,0,1,0,0,0,1,0,40,0
12488,32059,0,9,16,0,0,0,0,0,0,1,38,1
12489,2206,1,13,12,1,0,0,1,0,1,1,55,0
12490,41720,1,16,30,0,1,0,0,0,0,1,56,0
12491,29992,1,7,8,0,1,0,1,0,0,0,25,0
12492,18225,1,7,27,0,1,0,1,0,0,1,45,1
12493,12035,1,9,37,0,0,0,0,0,0,1,58,1
12494,35580,1,7,26,0,1,0,1,0,0,1,44,0
12495,6875,0,9,11,0,0,0,0,0,1,0,26,0
12496,35499,1,7,33,1,1,0,1,0,0,1,55,0
12497,34026,0,14,20,0,1,1,0,0,0,0,41,0
12498,38323,0,9,39,0,1,0,0,0,0,0,59,0
12499,37862,1,16,17,0,1,0,0,0,0,0,39,0
12500,51521,0,17,29,0,1,0,0,0,0,0,52,0
12501,32899,1,8,22,0,1,1,0,0,0,1,44,0
12502,22342,0,10,27,0,1,0,0,0,0,1,53,1
12503,31824,0,14,10,0,1,0,0,0,0,0,31,0
12504,36865,0,8,35,0,1,1,0,0,0,1,49,0
12505,33533,0,7,26,0,0,1,0,0,0,0,39,1
12506,8214,1,9,13,0,1,0,0,0,1,0,36,0
12507,28643,1,9,11,0,1,0,0,0,0,0,26,0
12508,10503,1,13,12,0,0,0,1,0,1,1,59,0
12509,38720,0,10,42,0,1,0,0,0,0,0,58,0
12510,35462,1,16,4,0,1,0,0,1,0,0,28,0
12511,37580,0,7,39,1,0,1,0,0,0,1,52,0
12512,40843,0,9,44,0,1,0,0,0,0,1,60,0
12513,26209,1,7,18,1,0,0,1,0,0,0,33,1
12514,36031,1,16,10,0,0,0,0,0,0,0,31,0
12515,33304,1,14,18,0,1,0,0,0,0,0,41,0
12516,35533,1,12,32,0,1,0,0,0,0,1,57,0
12517,32839,0,13,20,0,0,1,0,0,0,0,40,0
12518,33271,1,9,27,0,0,0,0,0,0,1,48,0
12519,8586,0,7,36,1,0,0,1,0,1,1,59,0
12520,26808,1,10,8,0,0,0,0,1,0,0,26,0
12521,36924,0,9,33,0,1,0,0,0,0,1,58,0
12522,47498,0,17,23,0,1,0,0,0,0,1,52,0
12523,9190,0,10,15,0,0,0,0,0,0,1,33,1
12524,34967,0,9,30,0,0,0,0,0,0,1,47,0
12525,35916,0,16,12,0,1,0,0,0,0,0,37,0
12526,21291,0,10,17,0,0,0,0,0,0,0,35,1
12527,20113,1,11,36,0,0,0,0,0,1,1,56,0
12528,32915,0,10,24,0,1,0,0,1,0,1,54,0
12529,34601,0,9,25,0,1,0,0,0,0,1,55,0
12530,17030,1,9,10,0,1,0,0,0,0,0,26,1
12531,34048,1,7,19,0,0,1,0,0,0,0,34,0
12532,29918,1,10,17,0,1,0,0,0,0,1,38,0
12533,10871,0,13,36,0,0,0,1,0,1,1,56,0
12534,85475,1,19,26,0,1,0,1,0,0,1,56,0
12535,36960,1,7,33,1,0,0,1,0,0,1,54,0
12536,27240,0,9,24,0,1,0,0,0,0,0,40,1
12537,26811,1,9,16,0,1,0,0,0,0,0,36,1
12538,12669,1,7,19,1,0,0,1,0,1,1,35,0
12539,43438,1,17,20,0,1,0,0,0,0,0,51,0
12540,29181,1,14,5,0,1,0,0,1,0,0,27,0
12541,29509,0,9,10,0,1,0,0,0,0,0,28,0
12542,35353,1,14,26,0,1,0,0,0,0,0,48,0
12543,29300,0,9,14,0,1,0,0,0,0,0,30,1
12544,28066,0,7,8,1,0,0,1,0,0,1,26,0
12545,35475,1,16,9,0,1,0,0,0,0,0,32,0
12546,7009,0,8,11,0,0,1,0,0,1,0,28,0
12547,29419,1,9,12,0,1,0,0,0,0,0,27,0
12548,12991,0,8,16,0,0,0,1,0,1,1,30,0
12549,34450,0,9,26,0,1,0,0,0,0,1,55,0
12550,19096,1,9,16,0,0,0,0,0,0,0,35,1
12551,12745,0,16,9,0,1,0,0,0,0,0,33,1
12552,13695,1,9,9,0,1,0,0,0,0,0,26,1
12553,8301,0,14,6,0,0,0,1,0,1,0,29,0
12554,39692,0,10,44,0,0,0,0,0,0,1,60,0
12555,68785,1,21,0,0,1,0,0,0,0,0,25,0
12556,83794,0,21,31,0,1,0,0,0,0,1,60,0
12557,41867,1,16,17,0,1,0,0,0,0,0,45,0
12558,55899,1,19,13,0,1,0,0,0,0,0,44,0
12559,34491,1,15,11,0,1,0,0,0,0,1,35,0
12560,29461,0,13,8,0,1,1,0,0,0,0,28,0
12561,35908,1,7,21,0,1,0,1,0,0,1,45,0
12562,36218,1,13,32,0,1,0,0,0,0,0,55,0
12563,29014,1,11,14,0,1,0,0,0,0,0,34,0
12564,34508,0,7,24,1,1,0,1,0,0,0,40,0
12565,33861,1,8,25,0,1,1,0,0,0,1,46,0
12566,36974,1,7,29,0,1,0,1,0,0,1,47,0
12567,44153,0,16,24,0,1,0,0,0,0,0,49,0
12568,39402,0,7,38,1,0,0,1,0,0,1,52,0
12569,33078,0,7,17,0,0,1,0,0,0,0,30,0
12570,34382,1,14,23,0,1,0,0,0,0,0,44,0
12571,28855,1,12,13,0,1,0,0,1,0,0,30,0
12572,5064,1,12,33,0,1,0,0,0,1,0,54,0
12573,34102,1,9,29,0,1,0,0,0,0,1,48,0
12574,30570,1,12,16,0,0,0,0,0,0,1,41,0
12575,39048,1,9,43,0,1,0,0,0,0,1,58,0
12576,23073,0,8,12,0,0,1,0,0,0,0,26,1
12577,31421,0,10,20,0,1,0,0,0,0,0,40,1
12578,62026,1,20,18,0,1,0,0,0,0,0,52,0
12579,30315,1,10,25,1,0,0,0,0,0,0,53,0
12580,35819,1,16,12,0,1,0,0,0,0,0,36,0
12581,23645,0,17,27,0,1,0,0,0,1,0,49,0
12582,18386,0,16,10,0,0,0,0,0,0,0,34,1
12583,35110,0,14,23,0,0,0,1,0,0,1,46,0
12584,29277,0,10,12,0,0,0,0,1,0,0,31,0
12585,27535,0,11,9,0,0,1,0,0,0,0,27,0
12586,28299,1,8,8,0,1,1,0,0,0,1,25,0
12587,33204,0,7,21,1,1,1,0,0,0,1,41,0
12588,46748,1,18,15,0,0,0,0,0,0,1,42,0
12589,20761,1,14,10,0,1,1,0,0,0,0,34,1
12590,31505,0,14,4,0,0,0,1,0,0,0,25,0
12591,31984,1,14,13,0,1,0,0,0,0,0,37,0
12592,30080,0,11,16,0,1,0,0,0,0,0,39,0
12593,30121,1,7,9,0,0,1,0,0,0,1,26,1
12594,31808,0,10,30,0,1,0,0,0,0,1,46,1
12595,39453,1,8,42,0,1,1,0,0,0,1,56,0
12596,31117,0,9,14,0,0,0,0,0,0,0,28,0
12597,24789,0,9,33,0,1,0,0,0,0,0,52,1
12598,19584,1,9,22,0,1,0,0,0,0,1,38,1
12599,21877,1,7,17,0,1,0,1,0,0,0,34,1
12600,31121,0,9,25,0,1,0,0,0,0,1,55,1
12601,35325,1,13,28,0,0,0,0,0,0,1,56,0
12602,33930,0,9,23,0,0,0,0,0,0,0,37,0
12603,28978,1,9,12,0,0,0,0,0,0,0,27,0
12604,30069,1,14,10,0,0,1,0,0,0,0,32,0
12605,53948,1,18,30,0,1,0,0,0,0,1,56,0
12606,34126,0,9,24,0,1,0,0,0,0,1,40,0
12607,29237,0,12,9,0,1,0,0,0,0,0,30,0
12608,34942,0,14,21,0,0,0,0,0,0,0,50,0
12609,37921,1,7,32,0,1,1,0,0,0,1,49,0
12610,20347,1,9,14,0,1,0,0,0,0,1,31,1
12611,30815,1,9,17,0,1,0,0,0,0,0,31,0
12612,34938,0,9,28,0,1,0,0,0,0,1,47,0
12613,29111,1,9,12,0,1,0,0,0,0,0,27,0
12614,34111,0,14,15,0,1,0,0,0,0,0,40,0
12615,14379,1,7,31,0,0,1,0,0,1,1,48,0
12616,76328,0,21,30,0,1,0,0,0,0,1,56,0
12617,31300,1,10,24,0,1,1,0,0,0,1,40,0
12618,34533,0,9,27,0,1,0,0,0,0,1,48,0
12619,29336,0,12,12,0,0,0,0,1,0,0,30,0
12620,127095,0,21,30,0,1,0,0,0,0,1,60,0
12621,78869,0,21,12,0,0,0,0,0,0,0,46,0
12622,6465,1,9,31,0,0,0,0,0,1,1,49,0
12623,39964,0,5,25,1,0,1,1,0,0,0,36,0
12624,31808,1,9,32,0,0,0,0,0,0,1,48,1
12625,39358,0,16,18,0,1,0,0,0,0,1,50,0
12626,35696,1,7,45,1,0,0,1,0,0,1,59,1
12627,2064,1,9,14,0,0,0,0,0,1,0,31,0
12628,27365,0,11,16,1,1,0,1,0,0,0,36,0
12629,14195,1,9,15,0,0,0,0,0,0,0,37,1
12630,13169,0,10,13,0,0,0,1,0,0,1,33,1
12631,32056,0,10,27,1,1,0,0,1,0,0,48,0
12632,36750,0,9,32,0,0,0,0,0,0,0,51,0
12633,37087,1,17,6,0,1,0,0,1,0,0,29,0
12634,24747,0,7,25,1,1,0,1,0,0,1,53,1
12635,29282,0,7,36,0,1,1,0,0,0,1,53,1
12636,38701,1,17,9,0,1,0,0,1,0,0,31,0
12637,30436,1,14,12,0,1,0,1,0,0,0,35,0
12638,37337,1,16,17,0,0,0,0,0,0,0,47,0
12639,44791,1,17,10,0,1,0,0,0,0,0,34,0
12640,29549,1,9,21,1,0,0,0,0,0,1,47,0
12641,37988,0,9,36,0,1,0,0,0,0,1,59,0
12642,40729,1,16,27,0,1,0,0,0,0,0,51,0
12643,60591,1,21,0,0,1,0,0,0,0,0,25,0
12644,37772,0,14,25,0,0,0,0,0,0,1,52,0
12645,18425,0,9,20,0,1,0,0,0,0,1,35,1
12646,31237,0,16,33,0,1,0,0,0,0,1,57,1
12647,37109,1,10,39,0,1,0,0,0,0,1,55,0
12648,25075,1,9,10,0,0,0,0,0,0,1,28,1
12649,27884,1,9,35,0,0,0,0,0,0,0,49,1
12650,7194,1,10,14,0,1,0,0,0,1,1,30,0
12651,24242,1,8,11,0,1,0,1,0,0,0,29,1
12652,58186,0,19,19,0,0,0,0,0,0,0,53,0
12653,35976,0,16,8,0,0,0,0,0,0,0,29,0
12654,28083,1,8,43,0,1,1,0,0,0,1,58,1
12655,33216,0,8,20,0,1,1,0,0,0,1,40,0
12656,42672,1,16,23,0,1,1,0,0,0,1,57,0
12657,36390,1,9,35,0,1,0,0,0,0,1,54,0
12658,33055,0,7,16,0,0,0,1,0,0,0,36,0
12659,38228,1,16,19,0,1,0,0,0,0,1,47,0
12660,30693,0,13,11,0,1,1,0,0,0,0,31,0
12661,23839,1,9,30,0,0,0,0,0,0,0,46,1
12662,36466,0,16,8,0,1,0,0,0,0,0,31,0
12663,28098,0,9,12,0,1,1,0,0,0,0,33,1
12664,39926,0,7,34,0,1,1,0,0,0,1,54,0
12665,27224,1,11,8,0,0,0,0,0,0,0,29,0
12666,31203,1,10,20,0,1,0,0,0,0,1,35,0
12667,13035,1,12,17,0,0,0,1,0,0,1,35,1
12668,35757,0,9,29,0,0,0,0,0,0,1,58,0
12669,35673,0,10,32,0,1,0,0,0,0,1,59,0
12670,12709,1,7,17,1,0,0,1,0,1,1,34,0
12671,42734,0,16,7,0,1,0,0,0,0,0,29,0
12672,29869,1,8,21,1,0,1,0,0,0,0,37,0
12673,33327,0,11,27,0,1,1,0,0,0,0,59,0
12674,37447,1,11,41,0,1,0,0,0,0,1,60,0
12675,22055,0,9,23,0,0,0,0,0,0,1,41,1
12676,33448,0,9,22,0,1,0,0,0,0,1,45,0
12677,37387,1,7,29,0,1,1,0,0,0,1,47,0
12678,38081,0,16,13,0,1,0,0,0,0,0,41,0
12679,35964,1,14,10,0,0,0,0,0,0,1,36,0
12680,24831,1,7,33,0,0,0,1,0,0,1,56,1
12681,36892,0,9,34,0,1,0,0,0,0,1,51,0
12682,28191,1,10,11,0,0,0,0,0,0,0,33,0
12683,24304,1,9,25,0,1,1,0,0,0,1,45,1
12684,27155,1,7,27,1,1,0,1,0,0,1,52,1
12685,38901,0,16,6,0,0,0,0,0,0,0,27,0
12686,37558,1,10,41,0,1,0,0,1,0,1,60,0
12687,44753,0,7,24,0,1,1,0,0,0,0,38,0
12688,27553,0,10,13,1,1,0,0,1,0,0,33,0
12689,2580,1,9,16,0,1,0,0,0,1,0,33,0
12690,31216,1,9,18,0,1,0,0,0,0,1,43,0
12691,39478,1,16,23,0,1,0,0,0,0,0,52,0
12692,23907,0,9,18,0,1,0,0,0,0,1,36,1
12693,38269,0,9,37,0,0,0,0,0,0,1,59,0
12694,33285,0,12,24,0,0,0,0,0,0,1,44,0
12695,38268,1,9,41,0,0,0,0,0,0,1,55,0
12696,34295,0,16,4,0,0,0,0,0,0,0,27,0
12697,38481,1,15,22,0,1,0,0,1,0,1,50,0
12698,35716,1,9,32,0,1,0,0,0,0,1,48,0
12699,2321,1,9,17,0,1,0,0,0,1,1,54,0
12700,30889,1,11,23,0,1,1,0,0,0,1,52,0
12701,28413,1,10,12,0,0,0,0,0,0,1,32,0
12702,32989,1,9,23,0,1,0,0,0,0,1,48,0
12703,19587,0,10,25,0,1,0,0,1,0,1,51,1
12704,39146,0,7,43,1,0,1,1,0,0,1,57,0
12705,7101,0,7,40,0,0,0,1,0,1,1,59,0
12706,29856,0,16,5,0,0,0,0,0,0,0,26,1
12707,5065,0,9,34,1,0,0,1,0,1,1,56,0
12708,14354,0,9,24,0,1,0,0,0,0,1,44,1
12709,41281,1,16,28,0,1,0,0,0,0,1,60,0
12710,31809,1,9,19,0,1,0,0,0,0,0,37,0
12711,33342,0,9,24,0,0,0,0,0,0,1,53,0
12712,36230,1,10,39,0,0,0,1,0,0,1,54,0
12713,12373,1,7,22,1,1,0,1,0,0,0,35,1
12714,3064,1,10,19,0,1,0,0,0,1,1,41,0
12715,32063,0,9,17,0,1,0,0,0,0,1,39,0
12716,32669,1,10,26,0,0,0,0,0,0,1,57,0
12717,36110,0,16,11,0,1,0,0,0,0,0,33,0
12718,22054,1,9,33,0,1,0,0,0,0,1,57,1
12719,35162,1,10,34,0,0,0,0,1,0,1,59,0
12720,37781,0,10,39,0,1,0,0,0,0,0,56,0
12721,33017,1,7,17,0,0,1,0,0,0,0,30,0
12722,35808,0,13,26,0,1,0,0,0,0,0,56,0
12723,36850,0,13,30,0,1,0,0,0,0,1,50,0
12724,32765,0,14,12,0,1,0,0,0,0,0,37,0
12725,34723,0,11,29,0,0,0,0,0,0,1,52,0
12726,82079,1,22,3,0,1,0,0,1,0,0,31,0
12727,21608,0,9,31,0,1,0,1,0,0,1,59,1
12728,26814,1,9,30,0,1,0,0,0,0,1,52,1
12729,35030,1,8,29,0,0,1,0,0,0,1,42,0
12730,42651,0,7,42,0,1,1,0,0,0,1,59,0
12731,30509,1,7,36,0,1,0,1,0,0,0,50,1
12732,11199,0,11,8,0,1,1,0,0,0,0,28,1
12733,28774,0,9,35,0,1,0,0,0,0,0,51,1
12734,162746,0,21,16,0,0,0,0,0,0,0,42,0
12735,36451,1,9,36,0,0,0,0,0,0,1,56,0
12736,27978,1,10,17,1,1,0,0,0,0,0,32,0
12737,40238,0,9,43,0,1,0,0,0,0,1,60,0
12738,10017,1,13,16,0,1,0,0,0,0,0,38,1
12739,38371,0,9,39,0,0,0,0,0,0,1,58,0
12740,30406,0,9,12,0,0,0,0,0,0,0,31,0
12741,35080,1,9,33,0,1,0,0,0,0,0,58,0
12742,29482,0,9,10,0,1,0,0,0,0,0,26,0
12743,8474,1,7,23,0,0,1,0,0,1,1,41,0
12744,33157,0,9,22,0,1,0,0,0,0,0,43,0
12745,35425,0,13,25,0,1,0,0,0,0,1,50,0
12746,34263,1,9,27,0,1,0,0,0,0,1,58,0
12747,76905,1,21,33,0,1,0,0,0,0,1,59,0
12748,34092,0,11,27,0,0,0,0,0,0,1,57,0
12749,33037,0,10,24,0,1,0,0,0,0,0,52,0
12750,28744,0,10,10,0,0,0,0,0,0,0,30,0
12751,29647,1,9,13,0,1,0,0,0,0,0,27,0
12752,36270,1,9,34,0,1,0,0,0,0,1,50,0
12753,25233,0,7,11,0,1,1,0,0,0,1,27,1
12754,35951,1,9,33,0,0,0,0,0,0,1,54,0
12755,31643,0,10,19,0,1,0,0,0,0,0,44,0
12756,29245,0,12,10,0,0,0,0,0,0,0,34,0
12757,37750,0,15,22,0,1,0,0,0,0,0,49,0
12758,30146,1,14,8,0,1,0,0,0,0,1,30,0
12759,14690,1,9,36,0,1,0,0,0,0,1,57,1
12760,35468,0,7,30,1,1,0,1,0,0,1,52,0
12761,33250,0,9,22,0,1,0,0,0,0,1,42,0
12762,36946,0,7,29,0,1,0,1,0,0,1,44,0
12763,38695,0,15,22,0,0,0,0,0,0,1,51,0
