year,origin,destin,id,dist,passen,fare,bmktshr
2000,"MIAMI, FL","MILWAUKEE, WI",860,1261,150,169,.3321
1997,"MIAMI, FL","MINNEAPOLIS, MN",861,1502,275,278,.73519999
1998,"MIAMI, FL","MINNEAPOLIS, MN",861,1502,311,249,.6408
1999,"MIAMI, FL","MINNEAPOLIS, MN",861,1502,341,263,.65079999
2000,"MIAMI, FL","MINNEAPOLIS, MN",861,1502,365,224,.57069999
1997,"MIAMI, FL","NASHVILLE, TN",862,807,162,148,.4752
1998,"MIAMI, FL","NASHVILLE, TN",862,807,157,155,.491
1999,"MIAMI, FL","NASHVILLE, TN",862,807,132,163,.5169
2000,"MIAMI, FL","NASHVILLE, TN",862,807,120,180,.51899999
1997,"MIAMI, FL","NEW ORLEANS, LA",863,674,242,169,.87989998
1998,"MIAMI, FL","NEW ORLEANS, LA",863,674,243,176,.81150001
1999,"MIAMI, FL","NEW ORLEANS, LA",863,674,209,174,.82699996
2000,"MIAMI, FL","NEW ORLEANS, LA",863,674,228,187,.81120002
1997,"MIAMI, FL","NEW YORK, NY",864,1093,4956,157,.45009997
1998,"MIAMI, FL","NEW YORK, NY",864,1093,5180,154,.43830001
1999,"MIAMI, FL","NEW YORK, NY",864,1093,4785,169,.45630002
2000,"MIAMI, FL","NEW YORK, NY",864,1093,3714,188,.46810001
1997,"MIAMI, FL","ORLANDO, FL",865,193,389,101,.71900004
1998,"MIAMI, FL","ORLANDO, FL",865,193,346,109,.76269996
1999,"MIAMI, FL","ORLANDO, FL",865,193,283,124,.79170001
2000,"MIAMI, FL","ORLANDO, FL",865,193,284,149,.5837
1997,"MIAMI, FL","PHILADELPHIA, PA",866,1013,509,193,.4614
1998,"MIAMI, FL","PHILADELPHIA, PA",866,1013,632,178,.45919999
1999,"MIAMI, FL","PHILADELPHIA, PA",866,1013,686,180,.45740002
2000,"MIAMI, FL","PHILADELPHIA, PA",866,1013,697,162,.5808
1997,"MIAMI, FL","PHOENIX, AZ",867,1976,197,258,.37180001
1998,"MIAMI, FL","PHOENIX, AZ",867,1976,168,263,.3653
1999,"MIAMI, FL","PHOENIX, AZ",867,1976,204,249,.2525
2000,"MIAMI, FL","PHOENIX, AZ",867,1976,184,244,.32169998
1997,"MIAMI, FL","PITTSBURGH, PA",868,1014,183,175,.71389997
1998,"MIAMI, FL","PITTSBURGH, PA",868,1014,211,175,.73080003
1999,"MIAMI, FL","PITTSBURGH, PA",868,1014,223,179,.74910003
2000,"MIAMI, FL","PITTSBURGH, PA",868,1014,261,168,.79150003
1997,"MIAMI, FL","RALEIGH/DURHAM, NC",869,700,160,178,.68699998
1998,"MIAMI, FL","RALEIGH/DURHAM, NC",869,700,179,174,.58770001
1999,"MIAMI, FL","RALEIGH/DURHAM, NC",869,700,158,174,.61449999
2000,"MIAMI, FL","RALEIGH/DURHAM, NC",869,700,161,172,.58719999
1997,"MIAMI, FL","SAN FRANCISCO, CA",870,2585,555,314,.55879998
1998,"MIAMI, FL","SAN FRANCISCO, CA",870,2585,541,330,.54939997
1999,"MIAMI, FL","SAN FRANCISCO, CA",870,2585,540,361,.49560001
2000,"MIAMI, FL","SAN FRANCISCO, CA",870,2585,609,359,.4612
1997,"MIAMI, FL","SEATTLE, WA",871,2724,257,234,.49529999
1998,"MIAMI, FL","SEATTLE, WA",871,2724,267,247,.46150002
1999,"MIAMI, FL","SEATTLE, WA",871,2724,215,293,.37080002
2000,"MIAMI, FL","SEATTLE, WA",871,2724,201,300,.34919998
1997,"MIAMI, FL","ST. LOUIS, MO",872,1069,119,237,.68800002
1998,"MIAMI, FL","ST. LOUIS, MO",872,1069,201,216,.78150004
1999,"MIAMI, FL","ST. LOUIS, MO",872,1069,188,228,.74870002
2000,"MIAMI, FL","ST. LOUIS, MO",872,1069,166,239,.7701
1997,"MIAMI, FL","TALLAHASSEE, FL",873,406,27,116,.65449995
1998,"MIAMI, FL","TALLAHASSEE, FL",873,406,23,141,.69379997
1999,"MIAMI, FL","TALLAHASSEE, FL",873,406,15,155,.81019998
2000,"MIAMI, FL","TALLAHASSEE, FL",873,406,210,179,.91410005
1997,"MIAMI, FL","TAMPA, FL",874,204,516,75,.5334
1998,"MIAMI, FL","TAMPA, FL",874,204,463,78,.56049997
1999,"MIAMI, FL","TAMPA, FL",874,204,397,97,.60119998
2000,"MIAMI, FL","TAMPA, FL",874,204,337,120,.58569998
1997,"MIAMI, FL","WASHINGTON, DC",875,920,827,197,.75239998
1998,"MIAMI, FL","WASHINGTON, DC",875,920,904,183,.74360001
1999,"MIAMI, FL","WASHINGTON, DC",875,920,1257,152,.49860001
2000,"MIAMI, FL","WASHINGTON, DC",875,920,1076,183,.58219999
1997,"MILWAUKEE, WI","MINNEAPOLIS, MN",876,297,417,239,.97600001
1998,"MILWAUKEE, WI","MINNEAPOLIS, MN",876,297,386,240,.97019994
1999,"MILWAUKEE, WI","MINNEAPOLIS, MN",876,297,682,107,.86830002
2000,"MILWAUKEE, WI","MINNEAPOLIS, MN",876,297,703,117,.85699999
1997,"MILWAUKEE, WI","NEW YORK, NY",877,734,822,196,.67220002
1998,"MILWAUKEE, WI","NEW YORK, NY",877,734,800,188,.68559998
1999,"MILWAUKEE, WI","NEW YORK, NY",877,734,844,200,.65410006
2000,"MILWAUKEE, WI","NEW YORK, NY",877,734,794,233,.64199996
1997,"MILWAUKEE, WI","ORLANDO, FL",878,1066,766,127,.3116
1998,"MILWAUKEE, WI","ORLANDO, FL",878,1066,788,127,.31440002
1999,"MILWAUKEE, WI","ORLANDO, FL",878,1066,847,125,.2811
2000,"MILWAUKEE, WI","ORLANDO, FL",878,1066,863,140,.27079999
1997,"MILWAUKEE, WI","PHILADELPHIA, PA",879,690,239,211,.65980005
1998,"MILWAUKEE, WI","PHILADELPHIA, PA",879,690,277,196,.55909997
1999,"MILWAUKEE, WI","PHILADELPHIA, PA",879,690,299,207,.50929999
2000,"MILWAUKEE, WI","PHILADELPHIA, PA",879,690,317,220,.48800001
1997,"MILWAUKEE, WI","PHOENIX, AZ",880,1461,386,178,.54290003
1998,"MILWAUKEE, WI","PHOENIX, AZ",880,1461,358,176,.59450001
1999,"MILWAUKEE, WI","PHOENIX, AZ",880,1461,413,186,.4402
2000,"MILWAUKEE, WI","PHOENIX, AZ",880,1461,507,180,.38060001
1997,"MILWAUKEE, WI","SAN DIEGO, CA",881,1742,184,192,.3071
1998,"MILWAUKEE, WI","SAN DIEGO, CA",881,1742,195,173,.24420001
1999,"MILWAUKEE, WI","SAN DIEGO, CA",881,1742,176,201,.27590001
2000,"MILWAUKEE, WI","SAN DIEGO, CA",881,1742,148,225,.25330001
1997,"MILWAUKEE, WI","SAN FRANCISCO, CA",882,1847,359,196,.3177
1998,"MILWAUKEE, WI","SAN FRANCISCO, CA",882,1847,375,182,.3247
1999,"MILWAUKEE, WI","SAN FRANCISCO, CA",882,1847,356,203,.31190002
2000,"MILWAUKEE, WI","SAN FRANCISCO, CA",882,1847,460,187,.25440001
1997,"MILWAUKEE, WI","SEATTLE, WA",883,1697,111,302,.56270003
1998,"MILWAUKEE, WI","SEATTLE, WA",883,1697,121,271,.4149
1999,"MILWAUKEE, WI","SEATTLE, WA",883,1697,121,277,.48290002
2000,"MILWAUKEE, WI","SEATTLE, WA",883,1697,183,210,.48750001
1997,"MILWAUKEE, WI","TAMPA, FL",884,1077,529,125,.3804
1998,"MILWAUKEE, WI","TAMPA, FL",884,1077,416,123,.2617
1999,"MILWAUKEE, WI","TAMPA, FL",884,1077,380,133,.50639999
2000,"MILWAUKEE, WI","TAMPA, FL",884,1077,353,145,.39180002
1997,"MILWAUKEE, WI","WASHINGTON, DC",885,632,343,178,.71089995
1998,"MILWAUKEE, WI","WASHINGTON, DC",885,632,354,174,.69389999
1999,"MILWAUKEE, WI","WASHINGTON, DC",885,632,557,121,.6081
2000,"MILWAUKEE, WI","WASHINGTON, DC",885,632,448,191,.77149999
1997,"MINNEAPOLIS, MN","NASHVILLE, TN",886,695,184,242,.83959997
1998,"MINNEAPOLIS, MN","NASHVILLE, TN",886,695,203,218,.83980006
1999,"MINNEAPOLIS, MN","NASHVILLE, TN",886,695,190,230,.77730006
2000,"MINNEAPOLIS, MN","NASHVILLE, TN",886,695,196,239,.78699994
1997,"MINNEAPOLIS, MN","NEW ORLEANS, LA",887,1041,173,261,.66080004
1998,"MINNEAPOLIS, MN","NEW ORLEANS, LA",887,1041,164,228,.64849997
1999,"MINNEAPOLIS, MN","NEW ORLEANS, LA",887,1041,191,254,.6286
2000,"MINNEAPOLIS, MN","NEW ORLEANS, LA",887,1041,299,205,.72650003
1997,"MINNEAPOLIS, MN","NEW YORK, NY",888,1016,1450,322,.70480001
1998,"MINNEAPOLIS, MN","NEW YORK, NY",888,1016,1479,291,.70959997
1999,"MINNEAPOLIS, MN","NEW YORK, NY",888,1016,1810,296,.6462
2000,"MINNEAPOLIS, MN","NEW YORK, NY",888,1016,1936,296,.6074
1997,"MINNEAPOLIS, MN","OMAHA, NE",889,282,207,229,.9163
1998,"MINNEAPOLIS, MN","OMAHA, NE",889,282,292,147,.82279998
1999,"MINNEAPOLIS, MN","OMAHA, NE",889,282,213,230,.98980004
2000,"MINNEAPOLIS, MN","OMAHA, NE",889,282,211,242,.9835
1997,"MINNEAPOLIS, MN","ORLANDO, FL",890,1310,594,220,.68959999
1998,"MINNEAPOLIS, MN","ORLANDO, FL",890,1310,657,206,.64489996
1999,"MINNEAPOLIS, MN","ORLANDO, FL",890,1310,1178,153,.68160003
2000,"MINNEAPOLIS, MN","ORLANDO, FL",890,1310,1461,150,.67989999
1997,"MINNEAPOLIS, MN","PHILADELPHIA, PA",891,980,508,299,.66230005
1998,"MINNEAPOLIS, MN","PHILADELPHIA, PA",891,980,536,283,.6164
1999,"MINNEAPOLIS, MN","PHILADELPHIA, PA",891,980,517,294,.5984
2000,"MINNEAPOLIS, MN","PHILADELPHIA, PA",891,980,598,282,.52310002
1997,"MINNEAPOLIS, MN","PHOENIX, AZ",892,1276,1134,188,.59290004
1998,"MINNEAPOLIS, MN","PHOENIX, AZ",892,1276,1206,182,.60750002
1999,"MINNEAPOLIS, MN","PHOENIX, AZ",892,1276,1486,170,.59039998
2000,"MINNEAPOLIS, MN","PHOENIX, AZ",892,1276,1619,175,.60030001
1997,"MINNEAPOLIS, MN","PITTSBURGH, PA",893,727,205,225,.52310002
1998,"MINNEAPOLIS, MN","PITTSBURGH, PA",893,727,307,158,.45480001
1999,"MINNEAPOLIS, MN","PITTSBURGH, PA",893,727,369,157,.5255
2000,"MINNEAPOLIS, MN","PITTSBURGH, PA",893,727,328,193,.54150003
1997,"MINNEAPOLIS, MN","PORTLAND, OR",894,1427,291,263,.75239998
1998,"MINNEAPOLIS, MN","PORTLAND, OR",894,1427,288,283,.71339995
1999,"MINNEAPOLIS, MN","PORTLAND, OR",894,1427,293,288,.65809995
2000,"MINNEAPOLIS, MN","PORTLAND, OR",894,1427,335,281,.73199999
1997,"MINNEAPOLIS, MN","RALEIGH/DURHAM, NC",895,982,174,255,.68480003
1998,"MINNEAPOLIS, MN","RALEIGH/DURHAM, NC",895,982,186,257,.72730005
1999,"MINNEAPOLIS, MN","RALEIGH/DURHAM, NC",895,982,215,262,.66240001
2000,"MINNEAPOLIS, MN","RALEIGH/DURHAM, NC",895,982,249,254,.65149999
1997,"MINNEAPOLIS, MN","SALT LAKE CITY, UT",896,992,263,201,.45410001
1998,"MINNEAPOLIS, MN","SALT LAKE CITY, UT",896,992,311,174,.51819998
1999,"MINNEAPOLIS, MN","SALT LAKE CITY, UT",896,992,256,212,.43279999
2000,"MINNEAPOLIS, MN","SALT LAKE CITY, UT",896,992,278,223,.4639
1997,"MINNEAPOLIS, MN","SAN ANTONIO, TX",897,1098,138,246,.382
1998,"MINNEAPOLIS, MN","SAN ANTONIO, TX",897,1098,138,243,.39130002
1999,"MINNEAPOLIS, MN","SAN ANTONIO, TX",897,1098,256,173,.37909999
2000,"MINNEAPOLIS, MN","SAN ANTONIO, TX",897,1098,318,174,.54509997
1997,"MINNEAPOLIS, MN","SAN DIEGO, CA",898,1533,443,223,.68089998
1998,"MINNEAPOLIS, MN","SAN DIEGO, CA",898,1533,427,229,.68919998
1999,"MINNEAPOLIS, MN","SAN DIEGO, CA",898,1533,508,211,.60030001
2000,"MINNEAPOLIS, MN","SAN DIEGO, CA",898,1533,569,218,.6045
1997,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,947,249,.7723
1998,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,937,254,.75980002
1999,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,1152,242,.68089998
2000,"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1589,1277,254,.70459998
1997,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,177,417,.69019997
1998,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,188,340,.62650001
1999,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,190,356,.65699995
2000,"MINNEAPOLIS, MN","SAN JOSE, CA",900,1577,216,381,.71019995
1997,"MINNEAPOLIS, MN","SANTA ANA, CA",901,1523,209,352,.71739995
1998,"MINNEAPOLIS, MN","SANTA ANA, CA",901,1523,219,326,.70410001
1999,"MINNEAPOLIS, MN","SANTA ANA, CA",901,1523,187,334,.69400001
2000,"MINNEAPOLIS, MN","SANTA ANA, CA",901,1523,252,316,.75529999
1997,"MINNEAPOLIS, MN","SEATTLE, WA",902,1399,595,234,.82029998
1998,"MINNEAPOLIS, MN","SEATTLE, WA",902,1399,604,217,.81230003
1999,"MINNEAPOLIS, MN","SEATTLE, WA",902,1399,885,174,.72430003
2000,"MINNEAPOLIS, MN","SEATTLE, WA",902,1399,852,203,.71699995
1997,"MINNEAPOLIS, MN","ST. LOUIS, MO",903,449,484,224,.47499999
1998,"MINNEAPOLIS, MN","ST. LOUIS, MO",903,449,575,195,.52109998
1999,"MINNEAPOLIS, MN","ST. LOUIS, MO",903,449,501,229,.4941
2000,"MINNEAPOLIS, MN","ST. LOUIS, MO",903,449,560,236,.48339999
1997,"MINNEAPOLIS, MN","TAMPA, FL",904,1308,339,256,.68239999
1998,"MINNEAPOLIS, MN","TAMPA, FL",904,1308,371,239,.66640002
1999,"MINNEAPOLIS, MN","TAMPA, FL",904,1308,370,239,.64379996
2000,"MINNEAPOLIS, MN","TAMPA, FL",904,1308,466,221,.63620001
1997,"MINNEAPOLIS, MN","TUCSON, AZ",905,1300,112,240,.65629995
1998,"MINNEAPOLIS, MN","TUCSON, AZ",905,1300,114,233,.57730001
1999,"MINNEAPOLIS, MN","TUCSON, AZ",905,1300,96,237,.56220001
2000,"MINNEAPOLIS, MN","TUCSON, AZ",905,1300,124,231,.55720001
1997,"MINNEAPOLIS, MN","WASHINGTON, DC",906,923,819,283,.83839995
1998,"MINNEAPOLIS, MN","WASHINGTON, DC",906,923,842,255,.83929998
1999,"MINNEAPOLIS, MN","WASHINGTON, DC",906,923,1041,226,.71889997
2000,"MINNEAPOLIS, MN","WASHINGTON, DC",906,923,1110,245,.72510004
1997,"MYRTLE BEACH, SC","NEW YORK, NY",907,559,294,104,.44400001
1998,"MYRTLE BEACH, SC","NEW YORK, NY",907,559,401,101,.64309996
1999,"MYRTLE BEACH, SC","NEW YORK, NY",907,559,720,90,.71830004
2000,"MYRTLE BEACH, SC","NEW YORK, NY",907,559,687,98,.6221
1997,"NASHVILLE, TN","NEW ORLEANS, LA",908,471,432,69,.85300004
1998,"NASHVILLE, TN","NEW ORLEANS, LA",908,471,420,75,.92210001
1999,"NASHVILLE, TN","NEW ORLEANS, LA",908,471,495,71,.90930003
2000,"NASHVILLE, TN","NEW ORLEANS, LA",908,471,435,81,.91390002
1997,"NASHVILLE, TN","NEW YORK, NY",909,764,838,228,.49610001
1998,"NASHVILLE, TN","NEW YORK, NY",909,764,825,236,.50749999
1999,"NASHVILLE, TN","NEW YORK, NY",909,764,735,247,.45389998
2000,"NASHVILLE, TN","NEW YORK, NY",909,764,689,272,.43970001
1997,"NASHVILLE, TN","ORLANDO, FL",910,616,612,96,.5345
1998,"NASHVILLE, TN","ORLANDO, FL",910,616,661,102,.54939997
1999,"NASHVILLE, TN","ORLANDO, FL",910,616,664,103,.54680002
2000,"NASHVILLE, TN","ORLANDO, FL",910,616,699,111,.49950001
1997,"NASHVILLE, TN","PHILADELPHIA, PA",911,675,305,203,.8689
1998,"NASHVILLE, TN","PHILADELPHIA, PA",911,675,296,208,.82339996
1999,"NASHVILLE, TN","PHILADELPHIA, PA",911,675,324,202,.81959999
2000,"NASHVILLE, TN","PHILADELPHIA, PA",911,675,280,249,.8678
1997,"NASHVILLE, TN","PHOENIX, AZ",912,1449,299,171,.5528
1998,"NASHVILLE, TN","PHOENIX, AZ",912,1449,330,182,.58209997
1999,"NASHVILLE, TN","PHOENIX, AZ",912,1449,342,173,.58209997
2000,"NASHVILLE, TN","PHOENIX, AZ",912,1449,324,180,.67230004
1997,"NASHVILLE, TN","PROVIDENCE, RI",913,908,221,111,.75660002
1998,"NASHVILLE, TN","PROVIDENCE, RI",913,908,225,117,.77039999
1999,"NASHVILLE, TN","PROVIDENCE, RI",913,908,196,134,.75319999
2000,"NASHVILLE, TN","PROVIDENCE, RI",913,908,209,140,.80019999
1997,"NASHVILLE, TN","RALEIGH/DURHAM, NC",914,443,254,132,.61119998
1998,"NASHVILLE, TN","RALEIGH/DURHAM, NC",914,443,216,168,.64769995
1999,"NASHVILLE, TN","RALEIGH/DURHAM, NC",914,443,518,81,.68480003
2000,"NASHVILLE, TN","RALEIGH/DURHAM, NC",914,443,562,89,.83889997
1997,"NASHVILLE, TN","SALT LAKE CITY, UT",915,1406,129,170,.39020002
1998,"NASHVILLE, TN","SALT LAKE CITY, UT",915,1406,103,199,.37259999
1999,"NASHVILLE, TN","SALT LAKE CITY, UT",915,1406,132,170,.48400003
2000,"NASHVILLE, TN","SALT LAKE CITY, UT",915,1406,133,188,.44189999
1997,"NASHVILLE, TN","SAN ANTONIO, TX",916,823,214,109,.72610003
1998,"NASHVILLE, TN","SAN ANTONIO, TX",916,823,227,113,.63099998
1999,"NASHVILLE, TN","SAN ANTONIO, TX",916,823,215,121,.65230006
2000,"NASHVILLE, TN","SAN ANTONIO, TX",916,823,204,134,.6839
1997,"NASHVILLE, TN","SAN DIEGO, CA",917,1754,177,156,.40919998
1998,"NASHVILLE, TN","SAN DIEGO, CA",917,1754,179,192,.39560002
1999,"NASHVILLE, TN","SAN DIEGO, CA",917,1754,188,166,.36000001
2000,"NASHVILLE, TN","SAN DIEGO, CA",917,1754,188,187,.46509999
1997,"NASHVILLE, TN","SAN FRANCISCO, CA",918,1968,150,228,.25
1998,"NASHVILLE, TN","SAN FRANCISCO, CA",918,1968,168,218,.2633
1999,"NASHVILLE, TN","SAN FRANCISCO, CA",918,1968,168,204,.34
2000,"NASHVILLE, TN","SAN FRANCISCO, CA",918,1968,160,230,.23999999
1997,"NASHVILLE, TN","SEATTLE, WA",919,1980,176,194,.25929999
1998,"NASHVILLE, TN","SEATTLE, WA",919,1980,170,198,.23469999
1999,"NASHVILLE, TN","SEATTLE, WA",919,1980,231,162,.31670001
2000,"NASHVILLE, TN","SEATTLE, WA",919,1980,216,187,.39680001
1997,"NASHVILLE, TN","TAMPA, FL",920,612,399,106,.72850001
1998,"NASHVILLE, TN","TAMPA, FL",920,612,482,113,.80779999
1999,"NASHVILLE, TN","TAMPA, FL",920,612,490,113,.85210001
2000,"NASHVILLE, TN","TAMPA, FL",920,612,487,121,.84610003
1997,"NASHVILLE, TN","WASHINGTON, DC",921,562,337,159,.78720003
1998,"NASHVILLE, TN","WASHINGTON, DC",921,562,243,153,.81889999
1999,"NASHVILLE, TN","WASHINGTON, DC",921,562,269,160,.86040002
2000,"NASHVILLE, TN","WASHINGTON, DC",921,562,231,208,.79610002
1997,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1019,240,.4337
1998,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1207,203,.4163
1999,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1400,200,.39009997
2000,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1520,219,.38509998
1997,"NEW ORLEANS, LA","ORLANDO, FL",923,550,499,79,.87050003
1998,"NEW ORLEANS, LA","ORLANDO, FL",923,550,525,88,.88769996
1999,"NEW ORLEANS, LA","ORLANDO, FL",923,550,524,86,.90179998
2000,"NEW ORLEANS, LA","ORLANDO, FL",923,550,734,96,.74430001
1997,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,401,190,.67470002
1998,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,423,181,.67620003
1999,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,482,170,.7098
2000,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,501,178,.67699999
1997,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,229,161,.57209998
1998,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,222,173,.6049
1999,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,254,179,.59850001
2000,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,276,171,.49450001
1997,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,156,136,.72550005
1998,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,143,169,.85070002
1999,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,146,155,.8211
2000,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,161,159,.74809998
1997,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,282,98,.66110003
1998,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,264,110,.67000002
1999,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,277,104,.67610002
2000,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,283,109,.67870003
1997,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,196,181,.2199
1998,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,192,193,.2288
1999,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,224,180,.2465
2000,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,294,170,.57639998
1997,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,340,236,.42320001
1998,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,387,218,.52349997
1999,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,413,202,.45810002
2000,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,515,210,.44819999
1997,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,183,212,.27239999
1998,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,207,207,.25280002
1999,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,267,180,.21790001
2000,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,243,213,.222
1997,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,298,140,.76639998
1998,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,308,159,.75889999
1999,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,310,175,.7421
2000,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,315,187,.68959999
1997,"NEW ORLEANS, LA","TAMPA, FL",932,487,484,85,.67449999
1998,"NEW ORLEANS, LA","TAMPA, FL",932,487,478,94,.81730002
1999,"NEW ORLEANS, LA","TAMPA, FL",932,487,539,93,.79470003
2000,"NEW ORLEANS, LA","TAMPA, FL",932,487,524,97,.84230006
1997,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,629,166,.50389999
1998,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,656,149,.39650002
1999,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,711,157,.46400002
2000,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,645,178,.48520002
1997,"NEW YORK, NY","NORFOLK, VA",934,296,606,147,.41919997
1998,"NEW YORK, NY","NORFOLK, VA",934,296,528,168,.52679998
1999,"NEW YORK, NY","NORFOLK, VA",934,296,509,176,.49590001
2000,"NEW YORK, NY","NORFOLK, VA",934,296,524,182,.42169997
1997,"NEW YORK, NY","OAKLAND, CA",935,2569,92,381,.57480001
1998,"NEW YORK, NY","OAKLAND, CA",935,2569,86,451,.55369997
1999,"NEW YORK, NY","OAKLAND, CA",935,2569,94,409,.493
2000,"NEW YORK, NY","OAKLAND, CA",935,2569,468,294,.49669999
1997,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,211,226,.31600001
1998,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,194,244,.31729999
1999,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,189,279,.29409999
2000,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,192,292,.30410001
1997,"NEW YORK, NY","OMAHA, NE",937,1137,244,275,.33380002
1998,"NEW YORK, NY","OMAHA, NE",937,1137,264,259,.34310001
1999,"NEW YORK, NY","OMAHA, NE",937,1137,263,246,.33020002
2000,"NEW YORK, NY","OMAHA, NE",937,1137,248,270,.30919999
1997,"NEW YORK, NY","ONTARIO, CA",938,2425,126,305,.2208
1998,"NEW YORK, NY","ONTARIO, CA",938,2425,139,303,.28009999
1999,"NEW YORK, NY","ONTARIO, CA",938,2425,145,317,.28389999
2000,"NEW YORK, NY","ONTARIO, CA",938,2425,362,232,.61720002
1997,"NEW YORK, NY","ORLANDO, FL",939,945,5367,135,.43490002
1998,"NEW YORK, NY","ORLANDO, FL",939,945,5582,132,.41459998
1999,"NEW YORK, NY","ORLANDO, FL",939,945,6368,122,.43610001
2000,"NEW YORK, NY","ORLANDO, FL",939,945,7365,121,.37490001
1997,"NEW YORK, NY","PHOENIX, AZ",940,2143,1788,294,.38740003
1998,"NEW YORK, NY","PHOENIX, AZ",940,2143,1575,310,.39349997
1999,"NEW YORK, NY","PHOENIX, AZ",940,2143,1702,296,.33009997
2000,"NEW YORK, NY","PHOENIX, AZ",940,2143,1679,355,.31
1997,"NEW YORK, NY","PITTSBURGH, PA",941,330,1518,180,.72839999
1998,"NEW YORK, NY","PITTSBURGH, PA",941,330,1499,187,.75669998
1999,"NEW YORK, NY","PITTSBURGH, PA",941,330,1494,195,.71919996
2000,"NEW YORK, NY","PITTSBURGH, PA",941,330,1504,203,.75529999
1997,"NEW YORK, NY","PORTLAND, ME",942,284,143,178,.59189999
1998,"NEW YORK, NY","PORTLAND, ME",942,284,145,170,.92150003
1999,"NEW YORK, NY","PORTLAND, ME",942,284,146,191,.80699998
2000,"NEW YORK, NY","PORTLAND, ME",942,284,266,209,.36060002
1997,"NEW YORK, NY","PORTLAND, OR",943,2453,502,337,.24180001
1998,"NEW YORK, NY","PORTLAND, OR",943,2453,608,281,.30250001
1999,"NEW YORK, NY","PORTLAND, OR",943,2453,609,332,.25120002
2000,"NEW YORK, NY","PORTLAND, OR",943,2453,577,376,.2843
1997,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,1652,165,.44240001
1998,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,1676,168,.4641
1999,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,1829,164,.32519999
2000,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,2021,154,.4023
1997,"NEW YORK, NY","RENO, NV",945,2406,134,293,.30770001
1998,"NEW YORK, NY","RENO, NV",945,2406,139,272,.32889998
1999,"NEW YORK, NY","RENO, NV",945,2406,142,297,.21350001
2000,"NEW YORK, NY","RENO, NV",945,2406,153,298,.25850001
1997,"NEW YORK, NY","RICHMOND, VA",946,292,566,215,.52520001
1998,"NEW YORK, NY","RICHMOND, VA",946,292,514,211,.55449998
