Date,state,LaborForce,UnemploymentRate
2014-09-01,New York,9590924,6
2014-09-01,New jersey,4542614,6.6
2014-09-01,North Carolina,4712026,6.1
2014-09-01,North Dakota,417143,2.7
2014-09-01,Ohio,5713476,5.5
2014-09-01,Oklahoma,1800520,4.3
2014-09-01,Oregon,1946537,6.5
2014-09-01,Pennsylvania,6398773,5.6
2014-09-01,Rhode island,555198,7.1
2014-09-01,South Carolina,2240079,6.7
2014-09-01,South Dakota,447093,3.3
2014-09-01,Tennessee,3025616,6.6
2014-09-01,Texas,13060199,4.9
2014-09-01,Utah,1433471,3.8
2014-09-01,Vermont,346500,3.9
2014-09-01,Virginia,4240825,5.1
2014-09-01,Washington,3507315,6
2014-09-01,West Virginia,782576,6.5
2014-09-01,Wisconsin,3088732,5.1
2014-09-01,Wyoming,306794,4.1
2014-10-01,Alabama,2156760,6.4
2014-10-01,Alaska,365091,6.7
2014-10-01,Arizona,3115316,6.6
2014-10-01,Arkansas,1321596,5.7
2014-10-01,California,18845275,7.1
2014-10-01,Colorado,2810172,4.4
2014-10-01,Connecticut,1906160,6.3
2014-10-01,Delaware,457809,5.4
2014-10-01,Florida,9613511,6
2014-10-01,Georgia,4764293,6.8
2014-10-01,Hawaii,669695,4.1
2014-10-01,Idaho,782311,4.6
2014-10-01,Illinois,6499324,6.4
2014-10-01,Indiana,3243753,5.7
2014-10-01,Iowa,1706362,4.1
2014-10-01,Kansas,1491682,4.3
2014-10-01,Kentucky,1986733,5.7
2014-10-01,Louisiana,2189473,7
2014-10-01,Maine,692227,5.3
2014-10-01,Maryland,3137998,5.6
2014-10-01,Massachusetts,3594140,5.5
2014-10-01,Michigan,4761519,6.6
2014-10-01,Minnesota,2979859,3.9
2014-10-01,Mississippi,1246588,7.1
2014-10-01,Missouri,3061041,5.7
2014-10-01,Montana,511973,4.5
2014-10-01,Nebraska,1008432,3.1
2014-10-01,Nevada,1400810,7.5
2014-10-01,New Hampshire,740917,4
2014-10-01,New Mexico,929206,6.5
2014-10-01,New York,9598512,6
2014-10-01,New jersey,4547241,6.6
2014-10-01,North Carolina,4718050,6
2014-10-01,North Dakota,417567,2.7
2014-10-01,Ohio,5716338,5.4
2014-10-01,Oklahoma,1805751,4.2
2014-10-01,Oregon,1949413,6.4
2014-10-01,Pennsylvania,6403632,5.5
2014-10-01,Rhode island,555151,7
2014-10-01,South Carolina,2246604,6.7
2014-10-01,South Dakota,447434,3.3
2014-10-01,Tennessee,3031008,6.5
2014-10-01,Texas,13064841,4.8
2014-10-01,Utah,1436875,3.7
2014-10-01,Vermont,346366,3.9
2014-10-01,Virginia,4238480,5.1
2014-10-01,Washington,3514786,6
2014-10-01,West Virginia,781195,6.5
2014-10-01,Wisconsin,3090676,5
2014-10-01,Wyoming,306569,4.1
2014-11-01,Alabama,2155271,6.2
2014-11-01,Alaska,364853,6.6
2014-11-01,Arizona,3122497,6.5
2014-11-01,Arkansas,1323513,5.7
2014-11-01,California,18858565,7
2014-11-01,Colorado,2812153,4.4
2014-11-01,Connecticut,1908703,6.3
2014-11-01,Delaware,458728,5.3
2014-11-01,Florida,9612197,5.9
2014-11-01,Georgia,4764717,6.6
2014-11-01,Hawaii,670325,4.1
2014-11-01,Idaho,783329,4.5
2014-11-01,Illinois,6493329,6.3
2014-11-01,Indiana,3246869,5.6
2014-11-01,Iowa,1706134,4.1
2014-11-01,Kansas,1491052,4.3
2014-11-01,Kentucky,1983997,5.6
2014-11-01,Louisiana,2192766,7
2014-11-01,Maine,691184,5.2
2014-11-01,Maryland,3139460,5.6
2014-11-01,Massachusetts,3598369,5.3
2014-11-01,Michigan,4757098,6.4
2014-11-01,Minnesota,2981372,3.8
2014-11-01,Mississippi,1247698,7
2014-11-01,Missouri,3064844,5.6
2014-11-01,Montana,512203,4.4
2014-11-01,Nebraska,1007667,3
2014-11-01,Nevada,1402731,7.4
2014-11-01,New Hampshire,741390,3.9
2014-11-01,New Mexico,929560,6.4
2014-11-01,New York,9603293,5.9
2014-11-01,New jersey,4548874,6.6
2014-11-01,North Carolina,4722356,5.9
2014-11-01,North Dakota,417680,2.7
2014-11-01,Ohio,5713902,5.3
2014-11-01,Oklahoma,1810693,4.2
2014-11-01,Oregon,1950851,6.3
2014-11-01,Pennsylvania,6405696,5.4
2014-11-01,Rhode island,555116,6.8
2014-11-01,South Carolina,2251392,6.6
2014-11-01,South Dakota,447743,3.3
2014-11-01,Tennessee,3036318,6.4
2014-11-01,Texas,13060992,4.7
2014-11-01,Utah,1440201,3.7
2014-11-01,Vermont,346268,3.8
2014-11-01,Virginia,4235101,5
2014-11-01,Washington,3519331,5.9
2014-11-01,West Virginia,780012,6.5
2014-11-01,Wisconsin,3090837,4.9
2014-11-01,Wyoming,306253,4
2014-12-01,Alabama,2153710,6.1
2014-12-01,Alaska,364684,6.5
2014-12-01,Arizona,3128099,6.5
2014-12-01,Arkansas,1324946,5.6
2014-12-01,California,18864959,6.9
2014-12-01,Colorado,2813376,4.3
2014-12-01,Connecticut,1910209,6.2
2014-12-01,Delaware,459681,5.2
2014-12-01,Florida,9606748,5.9
2014-12-01,Georgia,4765097,6.5
2014-12-01,Hawaii,670992,4
2014-12-01,Idaho,784581,4.4
2014-12-01,Illinois,6485617,6.1
2014-12-01,Indiana,3247940,5.5
2014-12-01,Iowa,1705360,4
2014-12-01,Kansas,1490665,4.3
2014-12-01,Kentucky,1981580,5.5
2014-12-01,Louisiana,2192712,6.9
2014-12-01,Maine,690013,5.1
2014-12-01,Maryland,3140635,5.5
2014-12-01,Massachusetts,3600356,5.2
2014-12-01,Michigan,4750544,6.2
2014-12-01,Minnesota,2982642,3.8
2014-12-01,Mississippi,1249203,6.8
2014-12-01,Missouri,3068612,5.6
2014-12-01,Montana,512705,4.3
2014-12-01,Nebraska,1006963,3
2014-12-01,Nevada,1404457,7.3
2014-12-01,New Hampshire,741778,3.9
2014-12-01,New Mexico,929745,6.4
2014-12-01,New York,9608495,5.8
2014-12-01,New jersey,4548708,6.5
2014-12-01,North Carolina,4726586,5.8
2014-12-01,North Dakota,417490,2.7
2014-12-01,Ohio,5708602,5.2
2014-12-01,Oklahoma,1815420,4.2
2014-12-01,Oregon,1951551,6.1
2014-12-01,Pennsylvania,6406038,5.4
2014-12-01,Rhode island,555103,6.7
2014-12-01,South Carolina,2254936,6.5
2014-12-01,South Dakota,448030,3.3
2014-12-01,Tennessee,3041991,6.3
2014-12-01,Texas,13052867,4.6
2014-12-01,Utah,1443453,3.7
2014-12-01,Vermont,346195,3.8
2014-12-01,Virginia,4231749,4.9
2014-12-01,Washington,3521903,5.8
2014-12-01,West Virginia,779218,6.6
2014-12-01,Wisconsin,3089823,4.9
2014-12-01,Wyoming,305921,3.9
2015-01-01,Alabama,2152864,6.1
2015-01-01,Alaska,364564,6.5
2015-01-01,Arizona,3132506,6.4
2015-01-01,Arkansas,1326006,5.6
2015-01-01,California,18869738,6.8
2015-01-01,Colorado,2814564,4.3
2015-01-01,Connecticut,1910500,6.1
2015-01-01,Delaware,460708,5.1
2015-01-01,Florida,9601148,5.8
2015-01-01,Georgia,4766879,6.4
2015-01-01,Hawaii,671725,4
2015-01-01,Idaho,786097,4.4
2015-01-01,Illinois,6480066,6
2015-01-01,Indiana,3248169,5.4
2015-01-01,Iowa,1704352,3.9
2015-01-01,Kansas,1490547,4.3
2015-01-01,Kentucky,1979563,5.4
2015-01-01,Louisiana,2190299,6.9
2015-01-01,Maine,688770,5
2015-01-01,Maryland,3142076,5.5
2015-01-01,Massachusetts,3600655,5.1
2015-01-01,Michigan,4744689,6
2015-01-01,Minnesota,2984479,3.8
2015-01-01,Mississippi,1251285,6.7
2015-01-01,Missouri,3072671,5.5
2015-01-01,Montana,513440,4.3
2015-01-01,Nebraska,1006398,2.9
2015-01-01,Nevada,1406035,7.2
2015-01-01,New Hampshire,742044,3.8
2015-01-01,New Mexico,929802,6.5
2015-01-01,New York,9616089,5.7
2015-01-01,New jersey,4547984,6.5
2015-01-01,North Carolina,4732430,5.8
2015-01-01,North Dakota,417050,2.6
2015-01-01,Ohio,5703166,5.1
2015-01-01,Oklahoma,1820025,4.2
2015-01-01,Oregon,1952569,6
2015-01-01,Pennsylvania,6406562,5.4
2015-01-01,Rhode island,555178,6.6
2015-01-01,South Carolina,2257877,6.5
2015-01-01,South Dakota,448326,3.3
2015-01-01,Tennessee,3048047,6.2
2015-01-01,Texas,13045312,4.5
2015-01-01,Utah,1446630,3.6
2015-01-01,Vermont,346124,3.8
2015-01-01,Virginia,4229159,4.9
2015-01-01,Washington,3524048,5.8
2015-01-01,West Virginia,778972,6.7
2015-01-01,Wisconsin,3088625,4.8
2015-01-01,Wyoming,305637,3.9
2015-02-01,Alabama,2153032,6.1
2015-02-01,Alaska,364475,6.5
2015-02-01,Arizona,3136046,6.3
2015-02-01,Arkansas,1326908,5.6
2015-02-01,California,18875876,6.7
2015-02-01,Colorado,2815991,4.2
2015-02-01,Connecticut,1909452,6
2015-02-01,Delaware,461822,5
2015-02-01,Florida,9597967,5.7
2015-02-01,Georgia,4770086,6.3
2015-02-01,Hawaii,672452,3.9
2015-02-01,Idaho,787839,4.3
2015-02-01,Illinois,6479149,6
2015-02-01,Indiana,3248712,5.3
2015-02-01,Iowa,1703365,3.9
2015-02-01,Kansas,1490576,4.3
2015-02-01,Kentucky,1978051,5.4
2015-02-01,Louisiana,2186465,6.8
2015-02-01,Maine,687487,4.8
2015-02-01,Maryland,3143998,5.4
2015-02-01,Massachusetts,3599696,5.1
2015-02-01,Michigan,4741110,5.9
2015-02-01,Minnesota,2987104,3.7
2015-02-01,Mississippi,1253894,6.7
2015-02-01,Missouri,3076662,5.5
2015-02-01,Montana,514258,4.2
2015-02-01,Nebraska,1006024,2.9
2015-02-01,Nevada,1407528,7.1
2015-02-01,New Hampshire,742148,3.7
2015-02-01,New Mexico,929775,6.5
2015-02-01,New York,9625636,5.7
2015-02-01,New jersey,4547301,6.4
2015-02-01,North Carolina,4740390,5.8
2015-02-01,North Dakota,416431,2.7
2015-02-01,Ohio,5699269,5.1
2015-02-01,Oklahoma,1824392,4.2
2015-02-01,Oregon,1954637,5.9
2015-02-01,Pennsylvania,6408527,5.4
2015-02-01,Rhode island,555352,6.5
2015-02-01,South Carolina,2260659,6.4
2015-02-01,South Dakota,448650,3.3
2015-02-01,Tennessee,3053936,6.1
2015-02-01,Texas,13041224,4.4
2015-02-01,Utah,1449800,3.6
2015-02-01,Vermont,346018,3.7
2015-02-01,Virginia,4227366,4.8
2015-02-01,Washington,3526710,5.7
2015-02-01,West Virginia,779326,6.8
2015-02-01,Wisconsin,3087873,4.7
2015-02-01,Wyoming,305426,3.9
2015-03-01,Alabama,2154425,6.1
2015-03-01,Alaska,364382,6.5
2015-03-01,Arizona,3139582,6.3
2015-03-01,Arkansas,1327878,5.5
2015-03-01,California,18884659,6.6
2015-03-01,Colorado,2817740,4.2
2015-03-01,Connecticut,1907169,5.9
2015-03-01,Delaware,463016,5
2015-03-01,Florida,9599576,5.7
2015-03-01,Georgia,4774160,6.3
2015-03-01,Hawaii,673142,3.9
2015-03-01,Idaho,789664,4.3
2015-03-01,Illinois,6483672,6
2015-03-01,Indiana,3250447,5.1
2015-03-01,Iowa,1702586,3.9
2015-03-01,Kansas,1490648,4.4
2015-03-01,Kentucky,1977029,5.3
2015-03-01,Louisiana,2181803,6.7
2015-03-01,Maine,686222,4.7
2015-03-01,Maryland,3146357,5.3
2015-03-01,Massachusetts,3597954,5
2015-03-01,Michigan,4740542,5.8
2015-03-01,Minnesota,2990401,3.7
2015-03-01,Mississippi,1256836,6.6
2015-03-01,Missouri,3079966,5.5
2015-03-01,Montana,514994,4.2
2015-03-01,Nebraska,1005926,2.9
2015-03-01,Nevada,1408992,7
2015-03-01,New Hampshire,742179,3.7
2015-03-01,New Mexico,929633,6.6
2015-03-01,New York,9636161,5.6
2015-03-01,New jersey,4546585,6.3
2015-03-01,North Carolina,4749922,5.9
2015-03-01,North Dakota,415734,2.7
2015-03-01,Ohio,5697465,5.1
2015-03-01,Oklahoma,1828268,4.3
2015-03-01,Oregon,1958063,5.8
2015-03-01,Pennsylvania,6412351,5.4
2015-03-01,Rhode island,555556,6.4
2015-03-01,South Carolina,2263370,6.4
2015-03-01,South Dakota,448978,3.2
2015-03-01,Tennessee,3058985,6
2015-03-01,Texas,13041797,4.4
2015-03-01,Utah,1453059,3.6
2015-03-01,Vermont,345830,3.7
2015-03-01,Virginia,4226340,4.8
2015-03-01,Washington,3530163,5.7
2015-03-01,West Virginia,780190,6.9
2015-03-01,Wisconsin,3087872,4.7
2015-03-01,Wyoming,305298,4
2015-04-01,Alabama,2156636,6.1
2015-04-01,Alaska,364256,6.5
2015-04-01,Arizona,3143599,6.2
2015-04-01,Arkansas,1329057,5.4
2015-04-01,California,18893637,6.5
2015-04-01,Colorado,2819642,4.1
2015-04-01,Connecticut,1903863,5.8
2015-04-01,Delaware,464258,4.9
2015-04-01,Florida,9605698,5.6
2015-04-01,Georgia,4778272,6.2
2015-04-01,Hawaii,673815,3.8
2015-04-01,Idaho,791449,4.3
2015-04-01,Illinois,6491955,6
2015-04-01,Indiana,3253644,5
2015-04-01,Iowa,1701865,3.8
2015-04-01,Kansas,1490624,4.4
2015-04-01,Kentucky,1976187,5.3
2015-04-01,Louisiana,2176477,6.5
2015-04-01,Maine,685039,4.6
2015-04-01,Maryland,3148794,5.3
2015-04-01,Massachusetts,3595589,5
2015-04-01,Michigan,4742127,5.7
2015-04-01,Minnesota,2993808,3.7
2015-04-01,Mississippi,1259778,6.5
2015-04-01,Missouri,3081666,5.4
2015-04-01,Montana,515524,4.1
2015-04-01,Nebraska,1006142,3
2015-04-01,Nevada,1410438,7
2015-04-01,New Hampshire,742183,3.6
2015-04-01,New Mexico,929340,6.6
2015-04-01,New York,9645383,5.5
2015-04-01,New jersey,4545285,6.2
2015-04-01,North Carolina,4759578,5.9
2015-04-01,North Dakota,415055,2.7
2015-04-01,Ohio,5696792,5.1
2015-04-01,Oklahoma,1831270,4.4
2015-04-01,Oregon,1962741,5.8
2015-04-01,Pennsylvania,6417432,5.4
2015-04-01,Rhode island,555653,6.3
2015-04-01,South Carolina,2265694,6.3
2015-04-01,South Dakota,449253,3.2
2015-04-01,Tennessee,3062401,5.9
2015-04-01,Texas,13046053,4.4
2015-04-01,Utah,1456338,3.6
2015-04-01,Vermont,345530,3.6
2015-04-01,Virginia,4225385,4.7
2015-04-01,Washington,3534273,5.7
2015-04-01,West Virginia,781249,7
2015-04-01,Wisconsin,3088516,4.7
2015-04-01,Wyoming,305225,4.1
2015-05-01,Alabama,2158534,6.2
2015-05-01,Alaska,364100,6.5
2015-05-01,Arizona,3147710,6.1
2015-05-01,Arkansas,1330421,5.3
2015-05-01,California,18898102,6.4
2015-05-01,Colorado,2821296,4
2015-05-01,Connecticut,1899800,5.7
2015-05-01,Delaware,465513,4.9
2015-05-01,Florida,9613096,5.6
2015-05-01,Georgia,4781352,6.1
2015-05-01,Hawaii,674477,3.7
2015-05-01,Idaho,793134,4.3
2015-05-01,Illinois,6500197,6
2015-05-01,Indiana,3257569,4.9
2015-05-01,Iowa,1701032,3.8
2015-05-01,Kansas,1490357,4.3
2015-05-01,Kentucky,1975090,5.3
2015-05-01,Louisiana,2170541,6.4
2015-05-01,Maine,683963,4.5
2015-05-01,Maryland,3150776,5.2
2015-05-01,Massachusetts,3592385,4.9
2015-05-01,Michigan,4744012,5.6
2015-05-01,Minnesota,2996756,3.7
2015-05-01,Mississippi,1262296,6.5
2015-05-01,Missouri,3081150,5.3
2015-05-01,Montana,515857,4.1
2015-05-01,Nebraska,1006573,3
2015-05-01,Nevada,1411779,6.9
2015-05-01,New Hampshire,742072,3.5
2015-05-01,New Mexico,928843,6.6
2015-05-01,New York,9650027,5.4
2015-05-01,New jersey,4542634,6
2015-05-01,North Carolina,4767359,5.9
2015-05-01,North Dakota,414436,2.8
2015-05-01,Ohio,5695302,5
2015-05-01,Oklahoma,1833030,4.4
2015-05-01,Oregon,1968112,5.7
2015-05-01,Pennsylvania,6421799,5.4
2015-05-01,Rhode island,555528,6.2
2015-05-01,South Carolina,2267387,6.1
2015-05-01,South Dakota,449427,3.2
2015-05-01,Tennessee,3063520,5.8
2015-05-01,Texas,13051485,4.4
2015-05-01,Utah,1459521,3.6
2015-05-01,Vermont,345130,3.6
2015-05-01,Virginia,4223305,4.6
2015-05-01,Washington,3538326,5.6
2015-05-01,West Virginia,782009,7.1
2015-05-01,Wisconsin,3089389,4.6
2015-05-01,Wyoming,305157,4.2
2015-06-01,Alabama,2159045,6.2
2015-06-01,Alaska,363935,6.5
2015-06-01,Arizona,3151289,6
2015-06-01,Arkansas,1331757,5.2
2015-06-01,California,18894808,6.2
2015-06-01,Colorado,2822330,3.9
2015-06-01,Connecticut,1895321,5.7
2015-06-01,Delaware,466746,4.9
2015-06-01,Florida,9618579,5.5
2015-06-01,Georgia,4782837,6
2015-06-01,Hawaii,675105,3.6
2015-06-01,Idaho,794576,4.3
2015-06-01,Illinois,6505427,5.9
2015-06-01,Indiana,3261201,4.8
2015-06-01,Iowa,1700147,3.8
2015-06-01,Kansas,1489841,4.2
2015-06-01,Kentucky,1973549,5.3
2015-06-01,Louisiana,2164016,6.3
2015-06-01,Maine,682961,4.4
2015-06-01,Maryland,3151847,5.1
2015-06-01,Massachusetts,3588237,4.8
2015-06-01,Michigan,4744884,5.5
2015-06-01,Minnesota,2998741,3.7
2015-06-01,Mississippi,1264033,6.4
2015-06-01,Missouri,3078734,5.1
2015-06-01,Montana,516126,4.2
2015-06-01,Nebraska,1007111,3
2015-06-01,Nevada,1412964,6.8
2015-06-01,New Hampshire,741858,3.4
2015-06-01,New Mexico,928170,6.5
2015-06-01,New York,9647923,5.3
2015-06-01,New jersey,4538357,5.9
2015-06-01,North Carolina,4771646,5.9
2015-06-01,North Dakota,413879,2.8
2015-06-01,Ohio,5691595,4.9
2015-06-01,Oklahoma,1833437,4.5
2015-06-01,Oregon,1973545,5.7
2015-06-01,Pennsylvania,6423435,5.3
2015-06-01,Rhode island,555159,6
2015-06-01,South Carolina,2268388,6
2015-06-01,South Dakota,449487,3.2
2015-06-01,Tennessee,3062358,5.7
2015-06-01,Texas,13055985,4.4
2015-06-01,Utah,1462506,3.6
2015-06-01,Vermont,344663,3.6
2015-06-01,Virginia,4219251,4.5
2015-06-01,Washington,3541532,5.6
2015-06-01,West Virginia,782100,7
2015-06-01,Wisconsin,3090132,4.5
2015-06-01,Wyoming,305037,4.3
2015-07-01,Alabama,2158418,6.1
2015-07-01,Alaska,363781,6.5
2015-07-01,Arizona,3154406,6
2015-07-01,Arkansas,1332991,5
2015-07-01,California,18887968,6.1
2015-07-01,Colorado,2823113,3.8
2015-07-01,Connecticut,1891197,5.6
2015-07-01,Delaware,467950,4.8
2015-07-01,Florida,9623389,5.4
2015-07-01,Georgia,4784055,5.9
2015-07-01,Hawaii,675749,3.5
2015-07-01,Idaho,795794,4.2
2015-07-01,Illinois,6508349,5.9
2015-07-01,Indiana,3264871,4.7
2015-07-01,Iowa,1699492,3.7
2015-07-01,Kansas,1489276,4.1
2015-07-01,Kentucky,1972328,5.2
2015-07-01,Louisiana,2157405,6.2
2015-07-01,Maine,682015,4.3
2015-07-01,Maryland,3152293,5
2015-07-01,Massachusetts,3583976,4.8
2015-07-01,Michigan,4745542,5.3
2015-07-01,Minnesota,2999848,3.7
2015-07-01,Mississippi,1265293,6.3
2015-07-01,Missouri,3075828,4.9
2015-07-01,Montana,516527,4.2
2015-07-01,Nebraska,1007690,3
2015-07-01,Nevada,1414165,6.8
2015-07-01,New Hampshire,741623,3.3
2015-07-01,New Mexico,927461,6.5
2015-07-01,New York,9642615,5.2
2015-07-01,New jersey,4533668,5.7
2015-07-01,North Carolina,4773491,5.8
2015-07-01,North Dakota,413404,2.8
2015-07-01,Ohio,5687046,4.8
2015-07-01,Oklahoma,1832981,4.4
2015-07-01,Oregon,1978977,5.6
2015-07-01,Pennsylvania,6422978,5.3
2015-07-01,Rhode island,554612,5.9
2015-07-01,South Carolina,2269190,5.8
2015-07-01,South Dakota,449488,3.1
2015-07-01,Tennessee,3060464,5.6
2015-07-01,Texas,13061556,4.4
2015-07-01,Utah,1465430,3.6
2015-07-01,Vermont,344191,3.6
2015-07-01,Virginia,4214178,4.4
2015-07-01,Washington,3544371,5.6
2015-07-01,West Virginia,781572,6.9
2015-07-01,Wisconsin,3091219,4.5
2015-07-01,Wyoming,304844,4.4
2015-08-01,Alabama,2157506,6.1
2015-08-01,Alaska,363638,6.5
2015-08-01,Arizona,3157379,6
2015-08-01,Arkansas,1334099,4.8
2015-08-01,California,18883260,6
2015-08-01,Colorado,2824328,3.7
2015-08-01,Connecticut,1888108,5.6
2015-08-01,Delaware,469108,4.8
2015-08-01,Florida,9629515,5.3
2015-08-01,Georgia,4786699,5.8
2015-08-01,Hawaii,676428,3.4
2015-08-01,Idaho,796877,4.2
2015-08-01,Illinois,6511013,5.9
2015-08-01,Indiana,3269022,4.6
2015-08-01,Iowa,1699215,3.7
2015-08-01,Kansas,1488871,4
2015-08-01,Kentucky,1972226,5.2
2015-08-01,Louisiana,2151397,6.1
2015-08-01,Maine,681160,4.2
2015-08-01,Maryland,3152548,5
2015-08-01,Massachusetts,3580576,4.7
2015-08-01,Michigan,4747133,5.2
2015-08-01,Minnesota,3000704,3.6
2015-08-01,Mississippi,1266557,6.3
2015-08-01,Missouri,3073713,4.7
2015-08-01,Montana,517172,4.2
2015-08-01,Nebraska,1008235,3.1
2015-08-01,Nevada,1415480,6.7
2015-08-01,New Hampshire,741433,3.2
2015-08-01,New Mexico,926850,6.5
2015-08-01,New York,9638772,5
2015-08-01,New jersey,4529601,5.5
2015-08-01,North Carolina,4774649,5.7
2015-08-01,North Dakota,413054,2.8
2015-08-01,Ohio,5683697,4.7
2015-08-01,Oklahoma,1832145,4.4
2015-08-01,Oregon,1984543,5.5
2015-08-01,Pennsylvania,6421669,5.2
2015-08-01,Rhode island,553984,5.8
2015-08-01,South Carolina,2270343,5.7
2015-08-01,South Dakota,449500,3.1
2015-08-01,Tennessee,3059596,5.4
2015-08-01,Texas,13070260,4.4
2015-08-01,Utah,1468405,3.6
2015-08-01,Vermont,343753,3.5
2015-08-01,Virginia,4209225,4.3
2015-08-01,Washington,3547789,5.6
2015-08-01,West Virginia,780721,6.7
2015-08-01,Wisconsin,3093075,4.4
2015-08-01,Wyoming,304621,4.4
2015-09-01,Alabama,2157233,6.1
2015-09-01,Alaska,363487,6.5
2015-09-01,Arizona,3160793,5.9
2015-09-01,Arkansas,1335078,4.7
2015-09-01,California,18885350,5.9
2015-09-01,Colorado,2826738,3.7
2015-09-01,Connecticut,1886258,5.6
2015-09-01,Delaware,470196,4.8
2015-09-01,Florida,9639189,5.3
2015-09-01,Georgia,4792273,5.7
2015-09-01,Hawaii,677105,3.4
2015-09-01,Idaho,797949,4.2
2015-09-01,Illinois,6515622,5.9
2015-09-01,Indiana,3274355,4.6
2015-09-01,Iowa,1699444,3.7
2015-09-01,Kansas,1488737,4
2015-09-01,Kentucky,1973770,5.2
2015-09-01,Louisiana,2146610,6
2015-09-01,Maine,680551,4.1
2015-09-01,Maryland,3153030,4.9
2015-09-01,Massachusetts,3578676,4.6
2015-09-01,Michigan,4750797,5.1
2015-09-01,Minnesota,3002186,3.6
2015-09-01,Mississippi,1268207,6.2
2015-09-01,Missouri,3073050,4.6
2015-09-01,Montana,517976,4.2
2015-09-01,Nebraska,1008689,3.1
2015-09-01,Nevada,1416886,6.6
2015-09-01,New Hampshire,741421,3.2
2015-09-01,New Mexico,926459,6.5
2015-09-01,New York,9639790,5
2015-09-01,New jersey,4526812,5.4
2015-09-01,North Carolina,4776854,5.6
2015-09-01,North Dakota,412876,2.8
2015-09-01,Ohio,5683488,4.7
2015-09-01,Oklahoma,1831411,4.4
2015-09-01,Oregon,1990474,5.4
2015-09-01,Pennsylvania,6421300,5.2
2015-09-01,Rhode island,553425,5.7
2015-09-01,South Carolina,2272162,5.6
2015-09-01,South Dakota,449589,3
2015-09-01,Tennessee,3061025,5.3
2015-09-01,Texas,13083640,4.4
2015-09-01,Utah,1471468,3.6
2015-09-01,Vermont,343399,3.5
2015-09-01,Virginia,4205517,4.2
2015-09-01,Washington,3552718,5.6
2015-09-01,West Virginia,780011,6.6
2015-09-01,Wisconsin,3095932,4.4
2015-09-01,Wyoming,304400,4.5
2015-10-01,Alabama,2158433,6
2015-10-01,Alaska,363325,6.6
2015-10-01,Arizona,3165860,5.8
2015-10-01,Arkansas,1336144,4.5
2015-10-01,California,18900681,5.8
2015-10-01,Colorado,2831273,3.6
2015-10-01,Connecticut,1885861,5.6
2015-10-01,Delaware,471208,4.7
2015-10-01,Florida,9656292,5.2
2015-10-01,Georgia,4802666,5.6
2015-10-01,Hawaii,677789,3.3
2015-10-01,Idaho,799217,4.1
2015-10-01,Illinois,6525571,5.9
2015-10-01,Indiana,3282622,4.5
2015-10-01,Iowa,1700229,3.7
2015-10-01,Kansas,1488969,4
2015-10-01,Kentucky,1977278,5.3
2015-10-01,Louisiana,2143724,6
2015-10-01,Maine,680404,4
2015-10-01,Maryland,3154434,4.8
2015-10-01,Massachusetts,3578931,4.6
2015-10-01,Michigan,4758819,5
2015-10-01,Minnesota,3005312,3.6
2015-10-01,Mississippi,1270486,6.2
2015-10-01,Missouri,3074709,4.5
2015-10-01,Montana,518844,4.2
2015-10-01,Nebraska,1009076,3.1
2015-10-01,Nevada,1418387,6.5
2015-10-01,New Hampshire,741679,3.1
2015-10-01,New Mexico,926428,6.5
2015-10-01,New York,9649346,4.9
2015-10-01,New jersey,4526413,5.2
2015-10-01,North Carolina,4782646,5.5
2015-10-01,North Dakota,412889,2.9
2015-10-01,Ohio,5688797,4.7
2015-10-01,Oklahoma,1831462,4.5
2015-10-01,Oregon,1997346,5.3
2015-10-01,Pennsylvania,6424953,5.2
2015-10-01,Rhode island,553120,5.6
2015-10-01,South Carolina,2275165,5.6
2015-10-01,South Dakota,449781,3
2015-10-01,Tennessee,3065916,5.2
2015-10-01,Texas,13105284,4.4
2015-10-01,Utah,1474796,3.6
2015-10-01,Vermont,343199,3.5
2015-10-01,Virginia,4204910,4.1
2015-10-01,Washington,3560369,5.6
2015-10-01,West Virginia,779844,6.5
2015-10-01,Wisconsin,3100298,4.4
2015-10-01,Wyoming,304200,4.5
2015-11-01,Alabama,2161113,6
2015-11-01,Alaska,363189,6.6
2015-11-01,Arizona,3172959,5.8
2015-11-01,Arkansas,1337454,4.4
2015-11-01,California,18930454,5.7
2015-11-01,Colorado,2838185,3.5
2015-11-01,Connecticut,1886812,5.6
2015-11-01,Delaware,472125,4.7
2015-11-01,Florida,9681233,5.1
2015-11-01,Georgia,4818164,5.6
2015-11-01,Hawaii,678467,3.2
2015-11-01,Idaho,800797,4.1
2015-11-01,Illinois,6541806,6
2015-11-01,Indiana,3294330,4.6
2015-11-01,Iowa,1701366,3.7
2015-11-01,Kansas,1489462,3.9
2015-11-01,Kentucky,1982149,5.3
2015-11-01,Louisiana,2142794,6
2015-11-01,Maine,680844,4
2015-11-01,Maryland,3157033,4.7
2015-11-01,Massachusetts,3581595,4.5
2015-11-01,Michigan,4771979,4.9
2015-11-01,Minnesota,3010353,3.6
2015-11-01,Mississippi,1273187,6.2
2015-11-01,Missouri,3078496,4.5
2015-11-01,Montana,519663,4.2
2015-11-01,Nebraska,1009412,3.1
2015-11-01,Nevada,1419852,6.4
2015-11-01,New Hampshire,742227,3
2015-11-01,New Mexico,926774,6.5
2015-11-01,New York,9666507,4.9
2015-11-01,New jersey,4528761,5.1
2015-11-01,North Carolina,4793113,5.4
2015-11-01,North Dakota,413080,2.9
